lang,url,stars,description
Java,https://github.com/OpenSPG/openspg,746,"OpenSPG is a Knowledge Graph Engine developed by Ant Group in collaboration with OpenKG, based on the SPG (Semantic-enhanced Programmable Graph) framework. Core Capabilities: 1) domain model constrained knowledge modeling, 2) facts and logic fused representation, 3) KAG will be natively supported soon, so please stay tuned..."
Java,https://github.com/OpenAPITools/openapi-generator,"22,143","OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)"
Java,https://github.com/apache/seatunnel,"8,115","SeaTunnel is a next-generation super high-performance, distributed, massive data integration tool."
Java,https://github.com/lakesoul-io/LakeSoul,"2,463","LakeSoul is an end-to-end, realtime and cloud native Lakehouse framework with fast data ingestion, concurrent update and incremental data analytics on cloud storages for both BI and AI applications."
Java,https://github.com/datahub-project/datahub,"10,035",The Metadata Platform for your Data and AI Stack
Java,https://github.com/deepjavalibrary/djl,"4,159",An Engine-Agnostic Deep Learning Framework in Java
Java,https://github.com/CodePhiliaX/Chat2DB,"17,518","🔥🔥🔥AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more."
Java,https://github.com/bumptech/glide,"34,678",An image loading and caching library for Android focused on smooth scrolling
Rust,https://github.com/huggingface/candle,"15,932",Minimalist ML framework for Rust
Rust,https://github.com/MystenLabs/sui,"6,336","Sui, a next-generation smart contract platform with high throughput, low latency, and an asset-oriented programming model powered by the Move programming language"
Rust,https://github.com/lencx/ChatGPT,"53,222","🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
Rust,https://github.com/chroma-core/chroma,"15,822",the AI-native open-source embedding database
Rust,https://github.com/qdrant/qdrant,"20,975","Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloudhttps://cloud.qdrant.io/"
Rust,https://github.com/timescale/pgvectorscale,"1,420","A complement to pgvector for high performance, cost efficient vector search on large workloads."
Rust,https://github.com/tracel-ai/burn,"9,038","Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute efficiency and portability as its primary goals."
Rust,https://github.com/lancedb/lancedb,"4,958","Developer-friendly, serverless vector database for AI applications. Easily add long-term memory to your LLM apps!"
Rust,https://github.com/EricLBuehler/mistral.rs,"4,601",Blazingly fast LLM inference.
Rust,https://github.com/cube-js/cube,"18,012","📊 Cube — Universal semantic layer platform for AI, BI, spreadsheets, and embedded analytics"
Rust,https://github.com/0xPlaygrounds/rig,919,"⚙️🦀 Build portable, modular & lightweight Fullstack Agents"
Rust,https://github.com/tensorzero/tensorzero,"1,188","TensorZero creates a feedback loop for optimizing LLM applications — turning production data into smarter, faster, and cheaper models."
Rust,https://github.com/codestoryai/sidecar,230,"Sidecar is the AI brains for the Aide editor and works alongside it, locally on your machine"
Rust,https://github.com/mediar-ai/screenpipe,"10,628","one API to get all user desktop data (local, cross platform, 24/7, screen, voice, keyboard, mouse, camera recording). sandboxed js plugin system. keyboard and mouse control"
Rust,https://github.com/katanemo/archgw,959,"Arch is an intelligent gateway for agents. Engineered with (fast) LLMs for the secure handling, rich observability, and seamless integration of prompts with your APIs - all outside business logic. Built by the core contributors of Envoy proxy, on Envoy."
Rust,https://github.com/mufeedvh/code2prompt,"2,324","A CLI tool to convert your codebase into a single LLM prompt with source tree, prompt templating, and token counting."
Rust,https://github.com/lakehq/sail,562,"LakeSail's computation framework with a mission to unify stream processing, batch processing, and compute-intensive (AI) workloads."
Rust,https://github.com/tensorchord/VectorChord,296,"Scalable, Fast, and Disk-friendly Vector search in Postgres, the Successor of pgvecto.rs."
Rust,https://github.com/TabbyML/tabby,"22,177",Self-hosted AI coding assistant
Rust,https://github.com/GraphiteEditor/Graphite,"9,812","2D vector & raster editor that melds traditional layers & tools with a modern node-based, non-destructive, procedural workflow."
all,https://github.com/coaidev/coai,"7,408",🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。
all,https://github.com/Bin-Huang/chatbox,"23,752","User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
all,https://github.com/ai16z/eliza,"4,539",Autonomous agents for everyone
all,https://github.com/ollama/ollama,"102,159","Get up and running with Llama 3.3, Mistral, Gemma 2, and other large language models."
all,https://github.com/mudler/LocalAI,"26,805","🤖 The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI, running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
all,https://github.com/GoogleCloudPlatform/generative-ai,"8,604","Sample code and notebooks for Generative AI on Google Cloud, with Gemini on Vertex AI"
all,https://github.com/Expensify/App,"3,887","Welcome to New Expensify: a complete re-imagination of financial collaboration, centered around chat. Help us build the next generation of Expensify by sharing feedback and contributing to the code."
all,https://github.com/ItzCrazyKns/Perplexica,"17,384",Perplexica is an AI-powered search engine. It is an Open source alternative to Perplexity AI
all,https://github.com/cline/cline,"13,844","Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way."
all,https://github.com/n8n-io/self-hosted-ai-starter-kit,"4,131","The Self-hosted AI Starter Kit is an open-source template that quickly sets up a local AI environment. Curated by n8n, it provides essential tools for creating secure, self-hosted AI workflows."
all,https://github.com/unclecode/crawl4ai,"18,241","🔥🕷️ Crawl4AI: Crawl Smarter, Faster, Freely. For AI."
all,https://github.com/skills/copilot-codespaces-vscode,876,Develop with AI-powered code suggestions using GitHub Copilot and VS Code
all,https://github.com/vercel/ai-chatbot,"10,215","A full-featured, hackable Next.js AI chatbot built by Vercel"
all,https://github.com/CopilotKit/CopilotKit,"13,881","React UI + elegant infrastructure for AI Copilots, in-app AI agents, AI chatbots, and AI-powered Textareas 🪁"
all,https://github.com/lobehub/lobe-chat,"48,845","🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Qwen / DeepSeek), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Vision/TTS/Plugins/Artifacts). One-click FREE deployment of your private ChatGPT/ Claude application."
all,https://github.com/awslabs/multi-agent-orchestrator,"2,854",Flexible and powerful framework for managing multiple AI agents and handling complex conversations
all,https://github.com/bluesky-social/pds,"1,130","Bluesky PDS (Personal Data Server) container image, compose file, and documentation"
all,https://github.com/yamadashy/repomix,"4,679","📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, and Gemini."
all,https://github.com/influxdata/telegraf,"14,713","Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data."
all,https://github.com/primefaces/primevue,"10,726",Next Generation Vue UI Component Library
all,https://github.com/danielmiessler/fabric,"25,164",fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.
all,https://github.com/milvus-io/milvus,"30,526","A cloud-native vector database, storage for next generation AI applications"
all,https://github.com/pingcap/autoflow,"1,393",pingcap/autoflow is a Graph RAG based and conversational knowledge base tool built with TiDB Serverless Vector Storage. Demo:https://tidb.ai
all,https://github.com/timescale/pgai,"2,129","A suite of tools to develop RAG, semantic search, and other AI applications more easily with PostgreSQL"
all,https://github.com/tmc/langchaingo,"5,054","LangChain for Go, the easiest way to write LLM-based programs in Go"
all,https://github.com/microsoft/genaiscript,"1,871",Automatable GenAI Scripting
all,https://github.com/ml-tooling/best-of-ml-python,"17,493",🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.
all,https://github.com/zmh-program/chatnio,"6,131",🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。
all,https://github.com/ntdevlabs/tiny11builder,"10,237",Scripts to build a trimmed-down Windows 11 image.
all,https://github.com/itzg/docker-minecraft-server,"9,865",Docker image that provides a Minecraft Server that will automatically download selected version at startup
all,https://github.com/gitroomhq/postiz-app,"13,805","📨 The ultimate social media scheduling tool, with a bunch of AI 🤖"
all,https://github.com/wagoodman/dive,"48,078",A tool for exploring each layer in a docker image
all,https://github.com/open-mmlab/Amphion,"7,794","Amphion (/æmˈfaɪən/) is a toolkit for Audio, Music, and Speech Generation. Its purpose is to support reproducible research and help junior researchers and engineers get started in the field of audio, music, and speech generation research and development."
all,https://github.com/openai/openai-cookbook,"60,176",Examples and guides for using the OpenAI API
all,https://github.com/projectdiscovery/katana,"11,790",A next-generation crawling and spidering framework.
all,https://github.com/meta-llama/llama-recipes,"14,784","Scripts for fine-tuning Meta Llama with composable FSDP & PEFT methods to cover single/multi-node GPUs. Supports default & custom datasets for applications such as summarization and Q&A. Supporting a number of candid inference solutions such as HF TGI, VLLM for local or cloud deployment. Demo apps to showcase Meta Llama for WhatsApp & Messenger."
all,https://github.com/f/awesome-chatgpt-prompts,"112,875",This repo includes ChatGPT prompt curation to use ChatGPT better.
all,https://github.com/karthink/gptel,"1,566",A simple LLM client for Emacs
dart,https://github.com/Mobile-Artificial-Intelligence/maid,"1,494","Maid is a cross-platform Flutter app for interfacing with GGUF / llama.cpp models locally, and with Ollama and OpenAI models remotely."
dart,https://github.com/mylxsw/aidea,"6,511",AIdea 是一款支持 GPT 以及国产大语言模型通义千问、文心一言等，支持 Stable Diffusion 文生图、图生图、 SDXL1.0、超分辨率、图片上色的全能型 APP。
dart,https://github.com/AOSSIE-Org/Resonate,192,"Clubhouse, but Open Source. A social voice platform."
dart,https://github.com/AppFlowy-IO/AppFlowy,"58,726","Bring projects, wikis, and teams together with AI. AppFlowy is an AI collaborative workspace where you achieve more without losing control of your data. The best open source alternative to Notion."
dart,https://github.com/suesitran/public_chat,22,A simple public chat for anyone to chat with Gemini
dart,https://github.com/flyerhq/flutter_chat_ui,"1,671","Actively maintained, community-driven chat UI implementation with an optional Firebase BaaS."
dart,https://github.com/flutter-ml/google_ml_kit_flutter,"1,000",A flutter plugin that implements Google's standalone ML Kit
python,https://github.com/Azure-Samples/chat-with-your-data-solution-accelerator,835,"A Solution Accelerator for the RAG pattern running in Azure, using Azure AI Search for retrieval and Azure OpenAI large language models to power ChatGPT-style and Q&A experiences. This includes most common requirements and best practices."
python,https://github.com/apache/tvm,"11,779","Open deep learning compiler stack for cpu, gpu and specialized accelerators"
python,https://github.com/openai/swarm,"15,868","Educational framework exploring ergonomic, lightweight multi-agent orchestration. Managed by OpenAI Solution team."
python,https://github.com/instructlab/instructlab,954,InstructLab Command-Line Interface. Use this to chat with a model and execute the InstructLab workflow to train a model using custom taxonomy data.
python,https://github.com/microsoft/RD-Agent,"1,117","Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through our open source R&D automation tool RD-Agent, which lets AI drive data-driven AI."
python,https://github.com/QwenLM/Qwen,"14,520",The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
python,https://github.com/QwenLM/Qwen2.5-Coder,"3,424","Qwen2.5-Coder is the code version of Qwen2.5, the large language model series developed by Qwen team, Alibaba Cloud."
python,https://github.com/Azure-Samples/graphrag-accelerator,"1,857",One-click deploy of a Knowledge Graph powered RAG (GraphRAG) in Azure
python,https://github.com/apify/crawlee-python,"4,596","Crawlee—A web scraping and browser automation library for Python to build reliable crawlers. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with BeautifulSoup, Playwright, and raw HTTP. Both headful and headless mode. With proxy rotation."
python,https://github.com/livekit/agents,"3,985",Build real-time multimodal AI applications 🤖🎙️📹
python,https://github.com/qodo-ai/qodo-cover,"4,643",Qodo-Cover: An AI-Powered Tool for Automated Test Generation and Code Coverage Enhancement! 💻🤖🧪🐞
python,https://github.com/QwenLM/Qwen-Agent,"4,457","Agent framework and applications built upon Qwen>=2.0, featuring Function Calling, Code Interpreter, RAG, and Chrome extension."
python,https://github.com/neuml/txtai,"9,325","💡 All-in-one open-source embeddings database for semantic search, LLM orchestration and language model workflows"
python,https://github.com/VRSEN/agency-swarm,"2,912",The only reliable agent framework built on top of the latest OpenAI Assistants API.
python,https://github.com/scikit-learn/scikit-learn,"60,472",scikit-learn: machine learning in Python
python,https://github.com/All-Hands-AI/OpenHands,"38,497","🙌 OpenHands: Code Less, Make More"
python,https://github.com/Cinnamon/kotaemon,"17,323",An open-source RAG-based tool for chatting with your documents.
python,https://github.com/THUDM/CogVideo,"9,125",text and image to video generation: CogVideoX (2024) and CogVideo (ICLR 2023)
python,https://github.com/mikf/gallery-dl,"11,935",Command-line program to download image galleries and collections from several image hosting sites
python,https://github.com/hacksider/Deep-Live-Cam,"40,815",real time face swap and one-click video deepfake with only a single image
python,https://github.com/explodinggradients/ragas,"7,217",Supercharge Your LLM Application Evaluations 🚀
python,https://github.com/andrewyng/aisuite,"8,252","Simple, unified interface to multiple Generative AI providers"
python,https://github.com/Byaidu/PDFMathTranslate,"6,591",PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/Docker
python,https://github.com/meta-llama/llama-stack,"4,965",Composable building blocks to build Llama Apps
